type,from,to,Work at home,Study at home,"Drive a private car, truck or van","Drive a company car, truck or van","Passenger in a car, truck, van or company bus",Public bus,School bus,Train,Bicycle,Walk or jog,Ferry,Other,Total
Work,339100,339800,0,0,33,12,0,0,0,0,0,0,0,0,51
Work,324600,317200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,192400,193900,0,0,18,9,0,0,0,0,0,0,0,0,24
Work,252300,251600,0,0,9,0,0,0,0,0,0,21,0,0,42
Work,300700,300800,0,0,54,6,0,0,0,0,0,0,0,0,72
Work,204500,202700,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,250500,249700,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,250500,252900,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,331300,328800,0,0,18,9,0,0,0,0,0,0,0,0,30
Work,321100,324400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,113300,157600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,318500,328100,0,0,15,9,0,0,0,0,0,0,0,0,24
Work,321800,322900,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,256100,255600,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,153400,148000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,321500,320400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,125200,133500,0,0,6,0,0,9,0,0,0,0,0,0,18
Work,131100,137700,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,326500,321700,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,137200,145400,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,250000,255000,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,141600,140300,0,0,24,0,0,0,0,0,0,0,0,0,27
Work,122100,157600,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,134700,135000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,157300,144200,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,321900,325700,0,0,24,0,0,0,0,0,0,0,0,0,33
Work,142900,143400,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,337600,319100,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,198500,199300,0,0,39,12,6,0,0,0,0,0,0,0,60
Work,239100,237800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,193500,193800,0,0,246,54,15,9,0,0,6,0,0,6,339
Work,239000,250700,0,0,12,6,6,0,0,24,0,0,0,0,48
Work,173600,179400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,125700,133300,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,240600,245700,0,0,24,12,0,0,0,0,0,0,0,0,39
Work,134100,135900,0,0,0,0,0,0,0,0,0,6,0,0,6
Work,349900,350300,0,0,24,6,0,0,0,0,0,6,0,0,45
Work,253100,249700,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,142500,152700,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,197100,197200,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,174100,174900,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,352600,354800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,115700,117400,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,153400,133700,0,0,0,0,0,0,0,6,0,0,0,0,12
Work,216600,217700,0,0,72,18,0,0,0,0,0,0,0,0,93
Work,135000,131900,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,175500,181200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,124300,145900,0,0,24,12,0,0,0,0,0,0,0,0,39
Work,165400,165000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,215100,212300,0,0,15,0,0,0,0,0,0,0,0,0,15
Work,238800,247900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,322600,320500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,317000,319100,0,0,12,0,0,0,0,0,0,0,0,0,21
Work,338200,338300,0,0,42,0,0,0,0,0,0,0,0,0,54
Work,122400,126800,0,0,24,0,0,9,0,0,0,0,0,0,36
Work,152200,150100,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,165500,162300,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,137800,132700,0,0,12,0,0,36,0,0,0,0,0,0,60
Work,117200,131300,0,0,9,0,0,24,0,0,0,0,0,0,42
Work,120900,152300,0,0,6,6,0,0,0,0,0,0,0,0,15
Work,137500,128700,0,0,33,0,0,0,0,0,0,0,0,0,39
Work,130900,117300,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,301600,305700,0,0,12,6,0,0,0,0,0,0,0,0,18
Work,152400,149000,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,252800,249700,0,0,9,0,0,0,0,0,0,0,0,0,21
Work,183900,179400,0,0,27,0,0,0,0,0,0,0,0,0,36
Work,117300,126600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,121300,125600,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,346000,348400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,185900,186000,0,0,117,33,0,0,0,0,0,0,0,0,159
Work,253500,248000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,139400,136100,0,0,18,0,0,0,0,0,0,6,0,0,33
Work,139100,143400,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,215400,214300,0,0,99,18,12,0,0,0,6,0,0,0,141
Work,163100,145400,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,140400,152300,0,0,21,0,0,0,0,0,0,0,0,0,24
Work,158100,133500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,132000,135900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,142900,147700,0,0,6,6,0,0,0,0,0,0,0,0,15
Work,101100,103000,0,0,15,6,0,0,0,0,0,0,0,0,24
Work,327500,321700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,253700,252100,0,0,6,0,0,12,0,0,0,0,0,0,24
Work,124800,141500,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,146600,152700,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,123200,118800,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,248900,251400,0,0,99,6,12,120,0,72,12,0,0,9,336
Work,153600,149600,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,122300,131300,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,177600,176500,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,160500,152300,0,0,63,15,6,0,0,0,0,0,0,0,84
Work,142300,137700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,243200,248900,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,317700,334500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,153300,147400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,155800,147400,0,0,0,0,6,0,0,0,0,0,0,0,9
Work,317900,328100,0,0,36,15,0,0,0,0,0,0,0,0,54
Work,130200,126800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,142300,134100,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,251500,252400,0,0,6,0,0,0,0,0,0,0,0,0,15
Work,134700,131800,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,348200,347500,0,0,18,0,0,0,0,0,0,0,0,0,27
Work,180200,178200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,353600,352400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,155800,146800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,145000,150100,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,253000,252100,0,0,12,0,0,6,0,0,0,15,0,0,45
Work,310100,310800,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,131600,133200,0,0,18,0,0,18,0,0,0,12,0,0,60
Work,142500,133500,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,140000,131300,0,0,36,0,0,6,0,9,0,0,0,0,57
Work,184000,184400,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,334500,328800,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,330000,320400,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,324800,331800,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,332700,331500,0,0,33,12,0,0,0,0,0,0,0,0,42
Work,243900,243000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,157400,155000,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,209900,208900,0,0,66,15,15,0,0,0,0,0,0,0,102
Work,155000,152400,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,122400,134500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,327200,330700,0,0,39,12,0,0,0,0,0,0,0,0,57
Work,189000,189400,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,354700,353200,0,0,36,0,0,0,0,0,0,0,0,0,45
Work,156400,132400,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,152200,140300,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,349600,353100,0,0,39,0,0,0,0,0,0,0,0,0,54
Work,331200,331500,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,321600,330200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,257500,242200,0,0,15,0,0,0,0,0,0,0,0,0,15
Work,137800,144800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,113500,136100,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,320700,317700,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,213200,211600,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,114600,115800,0,0,9,0,0,0,0,0,0,0,0,0,18
Work,123600,131400,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,246100,249700,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,238100,237500,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,118300,136000,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,137100,145900,0,0,18,12,0,0,0,0,0,0,0,0,33
Work,128200,133800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,120500,118600,0,0,135,30,9,0,0,0,0,0,0,0,180
Work,234700,234800,0,0,12,6,9,0,0,0,0,0,0,0,24
Work,318400,328800,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,320900,317700,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,129900,133500,0,0,27,0,0,6,0,0,0,0,0,0,45
Work,340200,339300,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,236800,238400,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,231800,229900,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,140700,152300,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,331400,326600,0,0,24,0,0,0,0,0,21,0,0,0,51
Work,325400,321100,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,199400,198900,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,254800,251800,0,0,24,0,0,21,0,0,0,0,0,0,48
Work,322200,322600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,147000,155500,0,0,21,0,0,0,0,0,0,0,0,0,30
Work,134500,134800,0,0,0,0,0,6,0,0,0,60,0,0,69
Work,127700,137700,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,193600,196500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,149100,147400,0,0,6,0,0,0,0,0,0,0,0,0,15
Work,201400,201000,0,0,24,0,0,0,0,0,0,0,0,0,30
Work,245900,245700,0,0,42,6,0,0,0,0,0,0,0,0,51
Work,232700,228800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,205400,206100,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,196200,191800,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,132600,136400,0,0,6,0,0,0,0,0,0,0,0,0,15
Work,148000,136400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,234000,229200,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,248900,239900,0,0,15,0,0,0,0,0,0,0,0,0,30
Work,336300,328100,0,0,6,6,0,0,0,0,0,0,0,0,12
Work,244000,245000,0,0,9,0,0,0,0,0,0,0,0,0,18
Work,128200,133700,0,0,12,0,0,21,0,0,0,0,9,0,48
Work,320200,322400,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,130500,125100,0,0,21,0,0,0,0,0,0,0,0,0,30
Work,183000,181600,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,119700,126600,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,157400,145300,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,355600,351600,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,355200,352200,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,178000,178900,0,0,171,51,15,0,0,0,6,18,0,0,264
Work,229900,231100,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,326900,328100,0,0,54,9,0,0,0,0,0,0,0,0,72
Work,116700,125700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,200700,201100,0,0,24,6,0,0,0,0,0,0,0,0,33
Work,253700,244300,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,330900,325800,0,0,6,0,0,0,0,0,6,0,0,0,12
Work,180900,180400,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,240700,250900,0,0,0,0,0,0,0,12,0,0,0,0,18
Work,144700,127500,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,358900,358600,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,257900,251400,0,0,9,0,0,0,0,33,0,0,0,0,54
Work,178300,181200,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,137600,138100,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,159600,118600,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,165300,165000,0,0,36,6,0,0,0,0,0,0,0,0,54
Work,199100,201700,0,0,15,0,0,0,0,0,0,0,0,0,15
Work,326900,316700,0,0,30,0,0,0,0,0,0,0,0,0,39
Work,187900,222600,0,0,0,6,0,0,0,0,0,0,0,0,9
Work,134400,118600,0,0,6,9,0,0,0,0,0,0,0,0,15
Work,319200,323000,0,0,18,0,0,0,0,0,0,0,0,0,18
Work,158600,136100,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,154100,156900,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,152200,133300,0,0,15,0,0,0,0,0,0,0,0,0,30
Work,332100,326400,0,0,21,0,0,0,0,0,0,0,0,0,24
Work,127800,122000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,144300,134500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,250800,244200,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,166300,161700,0,0,9,12,0,0,0,0,0,0,0,0,21
Work,248800,251100,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,148100,152200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,212500,214500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,253600,249700,0,0,9,0,0,6,0,0,0,0,0,0,21
Work,342700,342200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,137200,136900,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,240500,255000,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,240400,251700,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,317000,326400,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,242800,241600,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,321700,317300,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,257500,251600,0,0,0,0,0,0,0,12,0,0,0,0,15
Work,158500,154400,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,329300,319100,0,0,18,0,0,0,0,0,0,0,0,0,27
Work,125200,128700,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,178300,179600,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,114600,133500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,130600,125700,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,170300,162200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,244900,244200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,325000,325800,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,303300,303200,0,0,21,0,0,0,0,0,0,9,0,0,39
Work,161800,146800,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,138500,135300,0,0,0,0,0,15,0,0,0,0,0,0,18
Work,306200,305000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,255100,253600,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,330300,319100,0,0,18,9,0,0,0,0,0,0,0,0,27
Work,352300,351400,0,0,27,6,0,0,0,0,0,0,0,0,36
Work,158400,162200,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,106900,106000,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,125400,131300,0,0,18,0,0,21,0,0,0,0,0,0,42
Work,121600,155500,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,240100,240000,0,0,30,0,0,0,0,0,0,0,0,0,33
Work,173100,179400,0,0,33,0,0,0,0,0,0,0,0,0,39
Work,124300,132400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,196500,194800,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,252000,251300,0,0,0,0,0,9,0,0,0,18,0,0,33
Work,149100,136000,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,163700,133700,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,222300,222400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,111100,145900,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,148800,150100,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,178500,173000,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,249700,252900,0,0,30,0,0,0,0,0,0,0,0,0,36
Work,173500,179000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,114500,117300,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,190500,190900,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,216300,218600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,308500,307300,0,0,6,6,0,0,0,0,0,0,0,0,15
Work,318900,320400,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,161500,161100,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,128900,157600,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,127400,132700,0,0,9,0,0,18,0,0,0,0,12,0,42
Work,153100,132400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,119000,125900,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,235800,234700,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,248800,251600,0,0,15,0,0,6,0,24,0,0,0,0,48
Work,129900,139000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,165900,166200,0,0,15,9,0,0,0,0,0,0,0,0,21
Work,142400,147900,0,0,27,0,0,0,0,0,0,0,0,0,33
Work,320200,320000,0,0,18,0,0,0,0,0,0,0,0,0,24
Work,242100,241800,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,332000,324200,0,0,18,6,0,0,0,0,0,0,0,0,27
Work,140500,138500,0,0,54,9,0,9,0,0,0,0,0,6,90
Work,146200,133700,0,0,6,0,0,6,0,6,0,0,0,0,24
Work,140800,126800,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,159200,164100,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,123600,145400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,180700,179800,0,0,42,0,0,0,0,0,0,0,0,0,51
Work,336200,317500,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,143000,142200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,320300,319300,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,187400,187000,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,199200,200200,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,137900,133600,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,194800,197100,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,136400,152700,0,0,0,0,0,0,0,6,0,0,0,0,9
Work,124000,123400,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,120300,147700,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,144000,131200,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,127300,136400,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,185400,183300,0,0,12,6,0,0,0,0,0,0,0,0,18
Work,131500,156000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,246100,245400,0,0,18,0,0,0,0,0,0,0,0,0,24
Work,211800,213200,0,0,9,0,0,0,0,0,0,0,0,0,6
Work,316000,330700,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,156700,145900,0,0,33,0,0,0,0,0,0,0,0,0,39
Work,254300,255100,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,131700,134300,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,136700,127500,0,0,30,6,0,0,0,0,0,0,0,0,45
Work,250400,251300,0,0,15,0,0,12,0,0,0,0,0,0,39
Work,256700,256400,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,174700,174600,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,219400,218500,0,0,36,6,0,0,0,0,0,0,0,0,48
Work,142600,145500,0,0,18,0,0,0,0,0,0,0,0,0,27
Work,153000,146800,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,224600,225700,0,0,198,33,9,0,0,0,6,0,0,6,261
Work,227500,226700,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,320800,325700,0,0,36,0,0,0,0,0,9,0,0,0,48
Work,325600,327100,0,0,42,6,0,0,0,0,0,0,0,0,60
Work,188400,188600,0,0,183,36,12,0,0,0,0,9,0,0,243
Work,156100,152400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,247400,243700,0,0,66,18,0,12,0,0,0,0,0,0,102
Work,117100,128700,0,0,9,6,0,0,0,0,0,0,0,0,15
Work,159600,155500,0,0,66,0,0,0,0,0,0,0,0,0,78
Work,327500,316500,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,324100,325700,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,327900,319100,0,0,60,6,0,0,0,0,0,0,0,0,78
Work,197700,199900,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,244900,245400,0,0,18,0,0,0,0,0,0,0,0,0,24
Work,140900,157600,0,0,24,12,0,0,0,0,0,0,0,0,36
Work,123300,132400,0,0,9,0,0,15,0,0,0,0,0,0,30
Work,161100,131800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,178800,179200,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,208800,208500,0,0,24,0,0,0,0,0,0,0,0,0,36
Work,239300,250900,0,0,0,0,0,0,0,9,0,0,0,0,15
Work,361400,362300,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,114100,133200,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,124200,133700,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,227300,226700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,154200,155900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,132800,140300,0,0,21,0,0,0,0,0,0,0,0,0,21
Work,126700,134100,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,114200,128700,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,154200,150200,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,318500,324200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,149100,152300,0,0,39,12,0,0,0,0,0,0,0,0,54
Work,155400,152400,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,136700,136000,0,0,30,0,0,0,0,0,0,0,0,0,39
Work,151400,134300,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,362500,362400,0,0,21,0,0,0,0,0,0,0,0,0,30
Work,138500,143000,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,131500,125700,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,139000,142200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,239500,251600,0,0,6,0,0,0,0,0,0,0,0,0,15
Work,137600,145900,0,0,27,0,0,0,0,0,0,0,0,0,30
Work,109800,109600,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,158000,154600,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,361300,361200,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,141000,141600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,103300,103100,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,131600,132400,0,0,21,0,0,12,0,0,6,15,0,0,60
Work,164600,150100,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,156200,147900,0,0,99,0,9,6,0,0,0,0,0,0,126
Work,141000,127200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,322100,324600,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,110700,127500,0,0,21,9,0,0,0,0,0,0,0,0,30
Work,352900,351400,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,350600,351600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,147200,128700,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,245100,243000,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,330800,328700,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,176200,172600,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,315400,315300,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,314900,330700,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,120200,133700,0,0,18,0,0,0,0,0,0,0,21,0,39
Work,316900,322300,0,0,18,12,0,0,0,0,0,0,0,0,27
Work,144700,143000,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,156300,155400,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,237600,251800,0,0,0,0,0,0,0,6,0,0,0,0,6
Work,255800,256200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,236100,235300,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,180300,178900,0,0,93,18,6,0,0,0,9,0,0,0,129
Work,132000,138100,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,252000,248000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,171700,172300,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,140500,136400,0,0,51,9,0,0,0,0,0,0,0,0,69
Work,156500,160100,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,333500,319100,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,225900,225700,0,0,243,45,15,0,0,0,9,15,0,0,333
Work,170000,165400,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,106500,105400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,323900,324200,0,0,21,0,0,0,0,0,0,0,0,0,33
Work,211300,210300,0,0,15,0,0,0,0,0,0,0,0,0,15
Work,159500,164100,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,329200,327600,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,144400,152700,0,0,9,0,0,0,0,6,0,0,0,0,15
Work,251700,250700,0,0,9,0,0,21,0,0,6,96,0,0,135
Work,326100,322900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,346700,348100,0,0,15,0,0,0,0,0,0,0,0,0,24
Work,159700,160100,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,149000,145100,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,347200,347000,0,0,105,24,0,0,0,0,0,0,0,0,138
Work,122200,126600,0,0,60,0,0,0,0,0,0,0,0,0,66
Work,237300,248900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,132600,135000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,144500,135300,0,0,6,0,0,0,0,0,0,0,0,0,15
Work,254600,252900,0,0,18,0,0,0,0,0,0,0,0,0,18
Work,304300,305600,0,0,51,0,0,0,0,0,0,0,0,0,54
Work,331800,328800,0,0,12,6,0,0,0,0,0,0,0,0,18
