type,from,to,Work at home,Study at home,"Drive a private car, truck or van","Drive a company car, truck or van","Passenger in a car, truck, van or company bus",Public bus,School bus,Train,Bicycle,Walk or jog,Ferry,Other,Total
Work,339500,339800,0,0,72,33,0,0,0,0,0,0,0,0,114
Work,334500,336000,0,0,33,0,0,0,0,0,0,0,0,0,33
Work,317400,324900,0,0,24,0,0,0,0,0,0,0,0,0,27
Work,361400,362100,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,248800,245700,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,246900,245700,0,0,93,24,0,9,0,0,0,0,0,0,135
Work,229500,231800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,151400,123500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,326100,334800,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,343700,344100,0,0,18,6,0,0,0,0,0,0,0,0,27
Work,317700,320500,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,113900,132400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,161800,133700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,247100,244300,0,0,36,9,6,9,0,0,0,0,0,0,60
Work,248300,249200,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,139700,134800,0,0,9,0,0,21,0,0,0,0,0,0,33
Work,189300,188200,0,0,33,0,0,0,0,0,0,0,0,0,45
Work,163000,152300,0,0,60,18,0,0,0,0,0,0,0,0,84
Work,126700,134300,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,336700,337800,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,137200,139500,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,122100,152300,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,129300,144200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,131300,133500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,327900,325500,0,0,39,0,0,0,0,0,6,0,0,0,57
Work,121900,135100,0,0,0,0,0,6,0,0,0,0,0,0,6
Work,143100,152300,0,0,24,12,0,0,0,0,0,0,0,0,42
Work,327600,336000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,335700,330700,0,0,0,9,0,0,0,0,0,0,0,0,15
Work,243600,252100,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,349300,350700,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,217400,218100,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,351700,352200,0,0,9,0,0,0,0,0,0,6,0,0,15
Work,143700,137400,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,177900,177600,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,137000,147900,0,0,24,0,0,0,0,0,0,0,0,0,30
Work,306000,306200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,323700,322200,0,0,18,0,0,0,0,0,0,0,0,0,18
Work,246400,250900,0,0,9,0,0,0,0,12,0,0,0,0,27
Work,325000,320400,0,0,39,6,0,0,0,0,0,0,0,0,51
Work,213500,210400,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,315900,316700,0,0,57,0,0,0,0,0,0,0,0,0,60
Work,232000,231900,0,0,51,0,0,0,0,0,9,6,0,0,75
Work,135400,123500,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,155400,145500,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,137400,145900,0,0,30,6,0,0,0,0,0,0,0,0,42
Work,126000,155500,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,230600,231200,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,145700,147900,0,0,21,0,0,0,0,0,0,0,0,0,21
Work,199100,198600,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,132500,157600,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,198000,200100,0,0,108,15,0,0,0,0,0,0,0,0,126
Work,129700,132700,0,0,15,0,0,15,0,0,0,9,0,0,54
Work,216600,217200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,164300,138500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,171200,170800,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,123300,125500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,229800,230500,0,0,21,0,0,0,0,0,0,6,0,0,33
Work,308500,308300,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,129200,128700,0,0,21,0,0,0,0,0,0,0,0,0,33
Work,120200,117400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,149400,136000,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,103000,103900,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,129900,136400,0,0,45,0,0,0,0,0,0,0,0,0,60
Work,139800,145000,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,159900,163200,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,127100,147900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,319500,317300,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,328200,323500,0,0,36,9,0,0,0,0,0,0,0,0,60
Work,121000,147900,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,246600,246900,0,0,12,15,0,0,0,0,0,0,0,0,27
Work,177900,177800,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,122200,133500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,350400,351000,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,209800,209100,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,119000,123500,0,0,33,9,0,0,0,0,0,0,0,0,42
Work,175800,175900,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,151500,150100,0,0,18,6,0,0,0,0,0,0,0,0,24
Work,146400,138500,0,0,21,0,0,0,0,0,0,0,0,0,27
Work,118000,133700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,143600,136900,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,354600,353100,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,354400,352800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,122400,137700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,176200,176500,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,196800,194700,0,0,18,6,0,0,0,0,0,0,0,0,27
Work,122100,124400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,132100,141500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,301700,302800,0,0,51,9,0,0,0,0,0,0,0,0,63
Work,320900,323000,0,0,21,0,0,0,0,0,0,0,0,0,30
Work,155000,133700,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,156400,157500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,122900,145900,0,0,30,18,0,0,0,0,0,0,0,0,57
Work,143800,134500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,225100,223400,0,0,9,0,0,0,0,0,0,0,0,0,6
Work,219600,218100,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,126700,131900,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,247000,245000,0,0,18,6,0,0,0,0,0,0,0,0,36
Work,146400,148100,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,119700,144200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,249500,252900,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,132900,145500,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,334500,320400,0,0,36,6,0,0,0,0,0,0,0,0,45
Work,149400,135800,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,124700,136100,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,153800,148100,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,154000,151800,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,154900,164300,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,172000,171400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,165600,136000,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,143800,134400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,172700,178900,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,312900,319100,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,239300,240700,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,144400,155500,0,0,12,0,0,0,0,0,0,0,0,0,21
Work,335500,334800,0,0,39,15,0,0,0,0,0,0,0,0,66
Work,146800,118600,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,135800,134200,0,0,0,0,0,0,0,0,0,6,0,0,12
Work,252100,245700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,155600,132700,0,0,6,0,0,0,0,0,0,0,0,0,15
Work,108600,107100,0,0,90,12,0,0,0,0,0,0,0,0,105
Work,218000,218300,0,0,27,0,0,0,0,0,0,0,0,0,30
Work,321700,325500,0,0,24,0,0,0,0,0,0,0,0,0,27
Work,122800,131400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,126100,134100,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,155600,148200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,213100,214300,0,0,93,9,0,0,0,0,0,0,0,0,114
Work,150600,151300,0,0,21,0,0,0,0,0,0,0,0,0,24
Work,149400,128700,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,335000,331500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,180900,181000,0,0,0,0,0,0,0,0,0,6,0,0,9
Work,314200,320000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,121000,133500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,132100,145900,0,0,18,12,0,0,0,0,0,0,0,0,36
Work,334400,327100,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,181800,179200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,153100,147700,0,0,18,9,0,0,0,0,0,0,0,0,27
Work,152800,155900,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,184200,175200,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,320600,317700,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,159600,133200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,118200,140300,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,208500,210500,0,0,24,0,0,0,0,0,0,0,0,0,30
Work,200300,199200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,128200,135100,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,122100,144200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,173700,175000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,151200,136000,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,149400,156000,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,302800,304700,0,0,36,9,0,0,0,0,0,0,0,0,54
Work,103600,103200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,248100,249700,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,323300,323200,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,165200,162900,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,124300,134300,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,195600,195400,0,0,6,0,0,0,0,0,0,0,0,0,15
Work,122300,157600,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,116500,133300,0,0,9,0,0,9,0,0,0,0,0,0,18
Work,140400,141200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,108200,107000,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,323700,327100,0,0,48,12,0,0,0,0,0,0,0,0,63
Work,178500,176500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,362400,360500,0,0,0,6,0,0,0,0,0,0,0,0,15
Work,143600,142600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,136700,150100,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,128900,125100,0,0,63,6,0,0,0,0,0,0,0,0,81
Work,161900,157600,0,0,42,9,0,0,0,0,0,0,0,0,54
Work,115400,147700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,172200,179000,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,312900,316100,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,252200,252100,0,0,6,0,0,0,0,0,0,0,0,0,21
Work,163500,145400,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,120600,147900,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,154500,144200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,209400,211400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,217400,217200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,158100,145500,0,0,30,0,0,0,0,0,0,0,0,0,33
Work,317800,319000,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,219500,218400,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,247200,244000,0,0,9,6,0,0,0,0,0,0,0,0,15
Work,130400,147700,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,126100,131300,0,0,18,0,0,0,0,9,0,0,0,0,30
Work,227000,226700,0,0,30,0,0,0,0,0,0,0,0,0,36
Work,329700,324900,0,0,15,0,0,0,0,0,12,0,0,0,33
Work,121900,152300,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,136800,152300,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,122200,125900,0,0,18,0,0,0,0,0,0,0,0,0,18
Work,178000,179400,0,0,93,9,9,12,0,0,9,12,0,0,144
Work,355300,352600,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,116900,133300,0,0,9,0,0,27,0,0,0,0,0,0,39
Work,169500,169400,0,0,57,0,0,0,0,0,0,0,0,0,72
Work,256400,255900,0,0,201,24,6,0,0,0,9,48,0,0,291
Work,157200,148200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,355300,351500,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,360400,359100,0,0,15,0,0,0,0,0,0,0,0,0,15
Work,152400,132400,0,0,6,0,0,0,0,0,0,0,0,0,15
Work,123900,117300,0,0,15,0,0,0,0,0,0,0,0,0,24
Work,116400,131300,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,112900,114600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,128500,133800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,255600,256600,0,0,21,0,0,0,0,0,0,0,0,0,27
Work,353400,353200,0,0,21,0,0,0,0,0,0,96,0,0,126
Work,220100,220000,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,314600,315700,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,212000,210500,0,0,42,15,0,0,0,0,0,0,0,0,60
Work,127700,126400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,177900,175200,0,0,150,24,15,0,0,0,0,0,0,0,195
Work,225300,224800,0,0,21,0,0,0,0,0,0,0,0,0,27
Work,142100,150100,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,239200,247900,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,132300,157600,0,0,9,0,0,0,0,0,0,0,0,0,6
Work,124700,122000,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,181600,175200,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,144100,136100,0,0,30,0,0,6,0,0,0,0,0,0,45
Work,157700,153500,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,128500,133100,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,183800,182000,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,334600,334700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,307700,307400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,106500,107400,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,211000,211200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,135800,144200,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,197700,193800,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,164400,165900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,312700,312200,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,137100,135500,0,0,9,0,0,0,0,0,0,0,0,0,6
Work,126900,127000,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,121900,131400,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,351700,354300,0,0,36,0,0,0,0,0,0,0,0,0,51
Work,131700,126800,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,121400,136400,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,146100,125100,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,140400,135300,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,325400,331800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,252500,244000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,117100,118800,0,0,15,0,0,0,0,0,0,0,0,0,15
Work,223600,224700,0,0,48,6,0,0,0,0,9,0,0,0,72
Work,328200,326700,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,154100,149600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,131500,134700,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,302200,302100,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,132800,144200,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,213600,213200,0,0,6,0,0,0,0,0,0,0,0,0,15
Work,135600,137200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,112400,152300,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,235700,235800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,149700,145400,0,0,24,0,0,0,0,0,0,0,0,0,27
Work,121900,133800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,256200,255900,0,0,324,51,21,0,0,0,9,15,0,0,423
Work,254900,252400,0,0,15,0,0,0,0,0,0,0,0,0,30
Work,319900,319100,0,0,42,0,0,0,0,0,0,0,0,0,51
Work,224900,225700,0,0,105,18,0,0,0,0,6,0,0,0,138
Work,257300,251400,0,0,9,0,0,0,0,33,0,0,0,0,45
Work,203900,202200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,123000,127500,0,0,81,9,12,0,0,6,0,0,0,0,108
Work,141200,134800,0,0,0,0,0,6,0,0,0,0,0,0,9
Work,124600,132700,0,0,6,0,0,9,0,0,0,0,0,0,18
Work,166900,167100,0,0,126,12,6,0,0,0,0,0,0,0,147
Work,124700,147700,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,165000,157600,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,255700,256700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,109000,107900,0,0,27,12,0,0,0,0,0,0,0,0,36
Work,124500,147700,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,321400,321800,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,147000,146700,0,0,15,0,6,0,0,0,0,0,0,0,33
Work,195200,194700,0,0,72,18,6,0,0,0,0,12,0,0,114
Work,207000,206100,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,151100,133700,0,0,0,0,0,0,0,0,0,0,9,0,12
Work,330100,331500,0,0,45,6,0,0,0,0,0,0,0,0,63
Work,303300,301200,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,161600,150200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,150800,161700,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,125500,133200,0,0,9,0,0,21,0,0,0,0,0,0,36
Work,164700,155500,0,0,15,0,0,0,0,0,0,0,0,0,15
Work,349400,353700,0,0,27,9,0,0,0,0,0,0,0,0,36
Work,130500,134400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,222000,222200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,168300,167700,0,0,81,12,0,0,0,0,0,0,0,0,96
Work,337100,337700,0,0,36,9,0,0,0,0,0,0,0,0,45
Work,149000,136400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,119100,117400,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,142300,145500,0,0,15,6,0,0,0,0,0,0,0,0,27
Work,135400,132700,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,316600,327100,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,185800,186100,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,147800,150700,0,0,18,0,0,0,0,0,0,0,0,0,24
Work,116600,133200,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,238800,251700,0,0,6,0,0,0,0,0,0,0,0,0,21
Work,147600,133500,0,0,0,0,0,0,0,0,0,0,6,0,6
Work,248300,244000,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,136500,131000,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,130300,134300,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,230200,229800,0,0,33,0,0,0,0,0,0,51,0,0,93
Work,122100,132400,0,0,12,0,0,12,0,0,0,0,0,0,24
Work,324500,330300,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,142200,134100,0,0,0,0,0,12,0,0,0,0,0,0,21
Work,181200,180600,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,194600,195800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,187100,187400,0,0,63,18,0,0,0,0,0,0,0,0,87
Work,319400,325500,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,326700,325500,0,0,30,0,6,0,0,0,6,0,0,0,51
Work,175000,174000,0,0,21,0,0,0,0,0,0,0,0,0,24
Work,140300,155500,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,115900,136400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,137500,147900,0,0,24,0,0,0,0,0,0,0,0,0,27
Work,182900,179000,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,247700,251800,0,0,15,0,0,0,0,9,0,0,0,0,30
Work,162100,137700,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,250800,245700,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,355200,353200,0,0,57,0,6,9,0,0,0,0,0,0,84
Work,130500,135000,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,252800,251600,0,0,24,0,9,39,0,0,9,15,0,6,102
Work,202200,202800,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,137500,132400,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,247400,245000,0,0,12,0,0,0,0,0,0,0,0,0,21
Work,335200,334700,0,0,54,0,0,0,0,0,0,0,0,0,60
Work,194000,193500,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,142200,145300,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,152800,147400,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,133600,125700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,112700,138500,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,146800,148200,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,250900,251400,0,0,63,0,9,90,0,0,15,837,0,12,1038
Work,336900,338200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,138900,133100,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,163000,161700,0,0,24,0,0,0,0,0,0,0,0,0,27
Work,206700,207000,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,133300,134500,0,0,0,0,0,0,0,0,0,15,0,0,18
Work,171700,178900,0,0,9,6,0,0,0,0,0,0,0,0,18
Work,126300,144200,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,202600,202900,0,0,75,15,0,0,0,0,6,0,0,0,105
Work,135000,133200,0,0,30,0,0,21,0,9,0,0,0,0,66
Work,142900,135800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,125600,134100,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,211300,208400,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,134200,126800,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,180000,179500,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,126900,132700,0,0,15,0,0,0,0,12,0,0,0,0,30
Work,131900,138500,0,0,15,0,0,0,0,12,0,0,0,0,30
Work,230300,228400,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,203500,202300,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,120900,145500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,255200,255100,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,217900,219400,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,129600,133300,0,0,12,0,0,0,0,12,0,0,0,0,30
Work,174100,181200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,325100,325500,0,0,42,0,0,0,0,0,0,0,0,0,54
Work,249300,239900,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,212100,208900,0,0,24,9,0,0,0,0,0,0,0,0,36
Work,210600,209400,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,240700,249700,0,0,12,0,12,0,0,0,0,0,0,0,36
Work,122000,118600,0,0,24,9,0,0,0,0,0,0,0,0,33
Work,144700,133500,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,177700,174000,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,338400,338000,0,0,156,42,18,0,0,0,9,12,0,0,243
Work,314700,314200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,141600,140200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,126300,147900,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,322700,327100,0,0,27,0,0,0,0,0,0,0,0,0,36
Work,221800,220300,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,240400,240000,0,0,21,0,0,0,0,0,0,0,0,0,27
Work,115300,131300,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,122100,133500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,114700,125100,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,114900,136400,0,0,9,0,0,0,0,0,0,0,0,0,6
Work,148300,145900,0,0,30,12,0,0,0,0,0,0,0,0,45
Work,335700,328400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,137600,131800,0,0,12,0,0,6,0,0,0,0,0,0,21
Work,110400,111400,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,335700,325500,0,0,57,9,0,0,0,0,0,0,0,0,69
Work,137300,138500,0,0,9,0,0,0,0,0,0,0,0,0,21
Work,132000,136400,0,0,33,0,0,0,0,0,0,0,0,0,45
Work,314600,320000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,315100,316100,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,105400,108100,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,355600,355200,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,101600,102500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,161800,156000,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,248800,251700,0,0,12,0,0,0,0,0,0,0,0,0,21
Work,110700,152300,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,340200,340600,0,0,15,0,0,0,0,0,0,9,0,0,30
Work,359100,363100,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,308000,307200,0,0,27,6,0,0,0,0,0,0,0,0,36
Work,136600,131300,0,0,12,0,0,9,0,0,0,0,0,0,27
Work,121300,117700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,147600,151100,0,0,33,9,0,0,0,0,0,0,0,0,48
Work,113200,126600,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,103300,103700,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,122400,127400,0,0,18,0,0,12,0,0,0,0,0,0,36
Work,241500,242600,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,144100,147400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,179300,181600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,253500,252100,0,0,0,0,0,0,0,0,0,0,0,0,15
Work,354000,353300,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,129700,134400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,162500,157600,0,0,21,18,0,0,0,0,0,0,0,0,42
Work,134700,136500,0,0,0,0,0,0,0,0,0,0,0,0,6
